Date,Crop_Type,Region,Production_Volume_Tonnes,Price_Per_Tonne_USD,Temperature_Celsius,Rainfall_mm
2013-10-04 08:02:47.073414672,Tea,Meru,279,97.72,30.8,153.9
2013-10-05 08:35:20.104020800,Coffee,Mombasa,664,89.85,26.1,32.4
2013-10-06 09:07:53.134626912,Rice,Meru,770,82.71,22.7,72.2
2013-10-07 09:40:26.165233040,Beans,Kisii,877,61.73,34.9,182.4
2013-10-08 10:12:59.195839168,Beans,Kisii,591,81.56,19.0,51.0
2013-10-09 10:45:32.226445280,Sugarcane,Mombasa,154,63.99,18.7,75.2
2013-10-10 11:18:05.257051408,Sugarcane,Kisii,454,139.03,33.5,144.3
2013-10-11 11:50:38.287657520,Tea,Muranga,243,110.33,27.2,142.0
2013-10-12 12:23:11.318263648,Maize,Meru,311,88.41,32.4,63.1
2013-10-13 12:55:44.348869760,Wheat,Eldoret,714,110.86,26.1,21.0
2013-10-14 13:28:17.379475888,Rice,Muranga,479,148.1,28.6,111.4
2013-10-15 14:00:50.410082016,Coffee,Embu,977,55.86,21.6,18.2
2013-10-16 14:33:23.440688128,Sorghum,Mombasa,124,124.93,26.3,54.5
2013-10-17 15:05:56.471294256,Maize,Meru,227,67.06,29.2,9.6
2013-10-18 15:38:29.501900368,Maize,Kisii,529,120.95,16.8,21.3
2013-10-19 16:11:02.532506496,Rice,Nakuru,534,93.0,15.1,35.1
2013-10-20 16:43:35.563112608,Rice,Meru,583,112.7,15.6,167.2
2013-10-21 17:16:08.593718736,Maize,Nairobi,424,70.0,19.6,129.0
2013-10-22 17:48:41.624324864,Rice,Mombasa,900,92.93,21.7,91.6
2013-10-23 18:21:14.654930976,Coffee,Nairobi,474,146.68,30.5,81.7
2013-10-24 18:53:47.685537104,Coffee,Nakuru,515,138.88,30.6,55.5
2013-10-25 19:26:20.716143216,Sugarcane,Embu,866,125.66,34.5,104.3
2013-10-26 19:58:53.746749344,Rice,Muranga,752,61.38,21.0,0.0
2013-10-27 20:31:26.777355456,Coffee,Kisii,878,136.49,18.8,99.6
2013-10-28 21:03:59.807961584,Beans,Muranga,912,126.59,31.3,21.9
2013-10-29 21:36:32.838567712,Sorghum,Nairobi,965,117.12,31.1,16.3
2013-10-30 22:09:05.869173824,Beans,Embu,465,116.5,25.1,139.2
2013-10-31 22:41:38.899779952,Maize,Muranga,514,66.99,25.6,163.3
2013-11-01 23:14:11.930386064,Coffee,Nakuru,595,58.68,26.1,173.2
2013-11-02 23:46:44.960992192,Coffee,Nakuru,293,87.04,33.3,107.9
2013-11-04 00:19:17.991598320,Sorghum,Meru,731,78.25,20.7,16.6
2013-11-05 00:51:51.022204432,Beans,Embu,103,141.02,18.7,45.5
2013-11-06 01:24:24.052810560,Coffee,Nairobi,129,59.99,19.2,3.6
2013-11-07 01:56:57.083416672,Tea,Embu,654,93.17,31.3,79.1
2013-11-08 02:29:30.114022800,Tea,Muranga,399,60.26,17.5,176.1
2013-11-09 03:02:03.144628912,Wheat,Embu,795,125.49,20.6,14.4
2013-11-10 03:34:36.175235040,Wheat,Embu,134,107.76,20.7,50.4
2013-11-11 04:07:09.205841168,Wheat,Mombasa,261,109.34,25.4,160.5
2013-11-12 04:39:42.236447280,Sugarcane,Mombasa,143,66.92,29.3,39.3
2013-11-13 05:12:15.267053408,Sugarcane,Meru,636,51.97,25.5,93.8
2013-11-14 05:44:48.297659520,Beans,Mombasa,999,88.72,30.3,140.3
2013-11-15 06:17:21.328265648,Coffee,Muranga,736,51.62,15.2,23.0
2013-11-16 06:49:54.358871760,Sugarcane,Embu,851,125.5,33.1,32.9
2013-11-17 07:22:27.389477888,Beans,Meru,577,98.77,17.9,118.4
2013-11-18 07:55:00.420084016,Tea,Embu,693,70.34,22.2,88.2
2013-11-19 08:27:33.450690128,Sugarcane,Nairobi,977,97.57,33.9,149.2
2013-11-20 09:00:06.481296256,Sugarcane,Meru,352,139.64,27.8,70.0
2013-11-21 09:32:39.511902368,Tea,Nakuru,779,127.52,30.2,87.6
2013-11-22 10:05:12.542508496,Rice,Eldoret,864,92.6,19.4,61.2
2013-11-23 10:37:45.573114608,Sorghum,Muranga,232,89.99,22.8,188.3
2013-11-24 11:10:18.603720736,Maize,Meru,308,91.08,17.1,67.7
2013-11-25 11:42:51.634326864,Maize,Eldoret,357,148.68,34.1,150.6
2013-11-26 12:15:24.664932976,Beans,Mombasa,590,56.79,31.0,192.3
2013-11-27 12:47:57.695539104,Tea,Nairobi,567,96.83,33.1,31.0
2013-11-28 13:20:30.726145216,Maize,Nairobi,513,143.34,19.5,161.2
2013-11-29 13:53:03.756751344,Maize,Muranga,894,142.87,26.0,40.1
2013-11-30 14:25:36.787357456,Beans,Mombasa,705,63.3,26.8,192.9
2013-12-01 14:58:09.817963584,Coffee,Nairobi,537,123.33,26.8,86.2
2013-12-02 15:30:42.848569712,Sorghum,Embu,942,111.39,22.0,11.1
2013-12-03 16:03:15.879175824,Wheat,Kisii,121,55.36,34.0,87.0
2013-12-04 16:35:48.909781952,Wheat,Embu,778,134.47,22.0,146.2
2013-12-05 17:08:21.940388064,Maize,Nairobi,195,96.65,20.9,102.3
2013-12-06 17:40:54.970994192,Tea,Meru,904,96.47,19.6,57.9
2013-12-07 18:13:28.001600320,Sorghum,Meru,685,77.48,18.6,15.5
2013-12-08 18:46:01.032206432,Tea,Meru,879,91.53,27.8,150.3
2013-12-09 19:18:34.062812560,Rice,Nakuru,483,135.58,22.9,38.8
2013-12-10 19:51:07.093418672,Tea,Kisii,597,105.81,32.7,7.4
2013-12-11 20:23:40.124024800,Sorghum,Eldoret,819,94.67,18.2,143.3
2013-12-12 20:56:13.154630912,Wheat,Nairobi,392,68.01,15.5,60.4
2013-12-13 21:28:46.185237040,Sugarcane,Eldoret,116,99.64,17.5,101.6
2013-12-14 22:01:19.215843168,Rice,Eldoret,610,139.4,31.1,81.4
2013-12-15 22:33:52.246449280,Beans,Nakuru,427,133.61,33.9,100.6
2013-12-16 23:06:25.277055408,Coffee,Mombasa,251,70.99,16.9,175.0
2013-12-17 23:38:58.307661520,Tea,Kisii,477,134.6,33.9,58.5
2013-12-19 00:11:31.338267648,Sugarcane,Muranga,876,109.01,32.7,55.3
2013-12-20 00:44:04.368873760,Sugarcane,Eldoret,457,91.56,18.3,158.0
2013-12-21 01:16:37.399479888,Tea,Muranga,148,94.23,21.4,122.6
2013-12-22 01:49:10.430086016,Sorghum,Nakuru,393,149.76,24.3,45.4
2013-12-23 02:21:43.460692128,Rice,Meru,186,51.8,21.0,166.4
2013-12-24 02:54:16.491298256,Sugarcane,Meru,855,75.49,15.9,1.2
2013-12-25 03:26:49.521904368,Rice,Embu,885,98.66,27.2,199.0
2013-12-26 03:59:22.552510496,Tea,Nairobi,766,103.13,15.0,6.0
2013-12-27 04:31:55.583116608,Sorghum,Muranga,279,123.1,15.2,6.8
2013-12-28 05:04:28.613722736,Sorghum,Kisii,222,50.92,16.3,117.5
2013-12-29 05:37:01.644328864,Wheat,Kisii,924,119.01,15.9,127.7
2013-12-30 06:09:34.674934976,Maize,Embu,219,104.43,27.3,153.0
2013-12-31 06:42:07.705541104,Beans,Meru,586,58.87,33.8,139.7
2014-01-01 07:14:40.736147216,Coffee,Muranga,229,108.68,16.7,60.4
2014-01-02 07:47:13.766753344,Wheat,Eldoret,162,66.76,33.7,98.5
2014-01-03 08:19:46.797359472,Sorghum,Mombasa,487,148.91,34.5,59.7
2014-01-04 08:52:19.827965584,Tea,Nakuru,226,50.23,26.3,122.8
2014-01-05 09:24:52.858571712,Maize,Eldoret,501,62.61,34.8,156.1
2014-01-06 09:57:25.889177824,Wheat,Nairobi,183,57.06,31.0,107.1
2014-01-07 10:29:58.919783952,Sorghum,Mombasa,372,61.89,16.9,38.4
2014-01-08 11:02:31.950390064,Maize,Embu,403,139.49,15.2,177.4
2014-01-09 11:35:04.980996192,Maize,Nairobi,906,103.33,18.7,124.0
2014-01-10 12:07:38.011602320,Tea,Meru,280,75.75,21.8,198.5
2014-01-11 12:40:11.042208432,Tea,Muranga,372,142.04,29.3,138.1
2014-01-12 13:12:44.072814560,Rice,Embu,667,117.99,19.7,27.6
2014-01-13 13:45:17.103420672,Wheat,Nakuru,396,142.13,23.7,163.7
2014-01-14 14:17:50.134026800,Beans,Embu,638,140.52,21.0,163.9
2014-01-15 14:50:23.164632912,Beans,Nairobi,485,143.99,18.3,115.5
2014-01-16 15:22:56.195239040,Coffee,Meru,328,78.33,30.3,31.0
2014-01-17 15:55:29.225845168,Coffee,Nairobi,693,122.47,19.2,167.5
2014-01-18 16:28:02.256451280,Maize,Mombasa,862,96.69,32.2,67.5
2014-01-19 17:00:35.287057408,Tea,Muranga,279,63.57,25.5,2.2
2014-01-20 17:33:08.317663520,Tea,Nakuru,572,78.7,31.8,103.2
2014-01-21 18:05:41.348269648,Coffee,Nairobi,147,56.52,29.9,53.7
2014-01-22 18:38:14.378875760,Sorghum,Embu,425,146.69,22.5,178.4
2014-01-23 19:10:47.409481888,Coffee,Embu,516,60.73,28.1,46.6
2014-01-24 19:43:20.440088016,Maize,Eldoret,636,57.86,22.9,120.6
2014-01-25 20:15:53.470694128,Tea,Nairobi,865,70.69,20.9,100.5
2014-01-26 20:48:26.501300256,Wheat,Embu,147,54.68,26.9,181.7
2014-01-27 21:20:59.531906368,Rice,Nakuru,941,133.45,19.0,5.6
2014-01-28 21:53:32.562512496,Sorghum,Muranga,614,129.1,19.3,141.9
2014-01-29 22:26:05.593118608,Tea,Nairobi,656,78.46,15.4,156.7
2014-01-30 22:58:38.623724736,Wheat,Meru,700,91.71,25.6,62.4
2014-01-31 23:31:11.654330864,Coffee,Embu,771,96.2,27.2,16.3
2014-02-02 00:03:44.684936976,Sugarcane,Mombasa,308,149.14,22.2,151.4
2014-02-03 00:36:17.715543104,Sugarcane,Kisii,585,111.7,18.0,103.0
2014-02-04 01:08:50.746149216,Tea,Embu,120,88.12,26.4,120.5
2014-02-05 01:41:23.776755344,Rice,Kisii,940,148.58,31.8,10.4
2014-02-06 02:13:56.807361472,Tea,Eldoret,815,70.08,15.7,126.1
2014-02-07 02:46:29.837967584,Tea,Muranga,295,144.65,26.3,107.0
2014-02-08 03:19:02.868573712,Maize,Nakuru,184,62.51,17.6,95.4
2014-02-09 03:51:35.899179824,Rice,Muranga,214,133.77,21.7,176.1
2014-02-10 04:24:08.929785952,Sugarcane,Meru,655,120.48,22.2,114.0
2014-02-11 04:56:41.960392064,Sugarcane,Kisii,170,138.73,16.7,139.3
2014-02-12 05:29:14.990998192,Maize,Kisii,476,141.49,31.8,164.9
2014-02-13 06:01:48.021604320,Coffee,Meru,806,146.13,27.8,50.0
2014-02-14 06:34:21.052210432,Coffee,Muranga,629,99.88,26.5,162.9
2014-02-15 07:06:54.082816560,Beans,Embu,779,118.33,33.5,182.2
2014-02-16 07:39:27.113422672,Tea,Kisii,905,50.34,19.8,42.5
2014-02-17 08:12:00.144028800,Maize,Muranga,573,108.22,33.9,54.9
2014-02-18 08:44:33.174634912,Tea,Nairobi,852,121.79,30.4,183.0
2014-02-19 09:17:06.205241040,Sugarcane,Embu,242,94.57,18.9,49.6
2014-02-20 09:49:39.235847168,Maize,Embu,873,101.78,19.1,167.9
2014-02-21 10:22:12.266453280,Maize,Kisii,111,116.5,26.8,94.9
2014-02-22 10:54:45.297059408,Sugarcane,Meru,821,127.71,34.4,111.9
2014-02-23 11:27:18.327665520,Sugarcane,Nairobi,757,97.85,19.2,95.2
2014-02-24 11:59:51.358271648,Coffee,Nairobi,493,136.01,27.1,48.7
2014-02-25 12:32:24.388877760,Sorghum,Embu,793,53.96,34.8,182.5
2014-02-26 13:04:57.419483888,Wheat,Nakuru,387,96.69,22.7,167.2
2014-02-27 13:37:30.450090016,Sugarcane,Mombasa,298,134.88,32.7,117.8
2014-02-28 14:10:03.480696128,Rice,Eldoret,150,108.87,33.2,90.6
2014-03-01 14:42:36.511302256,Coffee,Nairobi,348,86.74,34.8,159.7
2014-03-02 15:15:09.541908368,Sugarcane,Eldoret,824,76.52,25.5,2.1
2014-03-03 15:47:42.572514496,Wheat,Embu,842,62.84,27.1,95.7
2014-03-04 16:20:15.603120608,Maize,Mombasa,768,133.84,24.3,170.4
2014-03-05 16:52:48.633726736,Sorghum,Nairobi,506,85.11,21.5,72.5
2014-03-06 17:25:21.664332864,Sugarcane,Eldoret,690,122.57,33.5,25.2
2014-03-07 17:57:54.694938976,Sugarcane,Eldoret,430,142.61,31.3,93.6
2014-03-08 18:30:27.725545104,Wheat,Mombasa,372,123.84,29.6,97.0
2014-03-09 19:03:00.756151216,Tea,Embu,976,133.62,21.3,149.8
2014-03-10 19:35:33.786757344,Rice,Kisii,840,147.67,18.1,36.8
2014-03-11 20:08:06.817363472,Maize,Mombasa,439,139.65,20.5,74.4
2014-03-12 20:40:39.847969584,Tea,Meru,969,66.2,32.3,168.6
2014-03-13 21:13:12.878575712,Sugarcane,Nairobi,729,59.24,31.2,28.1
2014-03-14 21:45:45.909181824,Tea,Embu,958,58.03,24.8,60.3
2014-03-15 22:18:18.939787952,Beans,Nairobi,753,77.65,19.4,74.7
2014-03-16 22:50:51.970394064,Wheat,Embu,882,79.02,23.7,165.8
2014-03-17 23:23:25.001000192,Coffee,Muranga,387,59.4,24.1,145.6
2014-03-18 23:55:58.031606320,Rice,Eldoret,441,126.4,24.8,98.5
2014-03-20 00:28:31.062212432,Coffee,Nairobi,338,140.99,28.0,45.3
2014-03-21 01:01:04.092818560,Beans,Meru,277,74.14,19.4,177.4
2014-03-22 01:33:37.123424672,Sugarcane,Meru,402,63.34,16.0,141.8
2014-03-23 02:06:10.154030800,Tea,Muranga,811,92.24,16.5,60.1
2014-03-24 02:38:43.184636912,Wheat,Mombasa,150,127.6,22.2,24.9
2014-03-25 03:11:16.215243040,Wheat,Nairobi,237,80.53,18.4,183.8
2014-03-26 03:43:49.245849168,Beans,Kisii,819,59.01,25.9,80.7
2014-03-27 04:16:22.276455280,Coffee,Muranga,214,106.16,19.3,73.1
2014-03-28 04:48:55.307061408,Sugarcane,Nakuru,460,50.86,18.6,158.1
2014-03-29 05:21:28.337667520,Rice,Meru,970,120.08,28.5,189.9
2014-03-30 05:54:01.368273648,Sugarcane,Mombasa,412,95.63,24.6,19.1
2014-03-31 06:26:34.398879760,Sugarcane,Meru,345,111.9,27.0,93.3
2014-04-01 06:59:07.429485888,Sugarcane,Nairobi,260,104.78,30.3,105.3
2014-04-02 07:31:40.460092016,Beans,Nairobi,219,73.97,15.4,31.5
2014-04-03 08:04:13.490698128,Coffee,Nakuru,513,103.39,21.4,4.3
2014-04-04 08:36:46.521304256,Tea,Eldoret,466,57.72,29.3,182.6
2014-04-05 09:09:19.551910368,Tea,Nakuru,428,67.4,29.8,196.2
2014-04-06 09:41:52.582516496,Sorghum,Muranga,929,93.69,22.7,174.2
2014-04-07 10:14:25.613122624,Sorghum,Muranga,196,146.08,15.4,183.1
2014-04-08 10:46:58.643728736,Wheat,Muranga,895,106.71,21.5,58.3
2014-04-09 11:19:31.674334864,Wheat,Nakuru,875,127.59,28.9,112.7
2014-04-10 11:52:04.704940976,Rice,Nakuru,852,57.57,31.1,102.4
2014-04-11 12:24:37.735547104,Rice,Muranga,221,71.98,25.5,82.3
2014-04-12 12:57:10.766153216,Tea,Kisii,729,125.81,29.1,55.5
2014-04-13 13:29:43.796759344,Wheat,Embu,362,112.03,16.4,5.5
2014-04-14 14:02:16.827365472,Wheat,Muranga,309,144.52,33.1,105.3
2014-04-15 14:34:49.857971584,Maize,Eldoret,790,121.43,28.9,113.8
2014-04-16 15:07:22.888577712,Beans,Nairobi,184,75.34,24.5,46.7
2014-04-17 15:39:55.919183824,Wheat,Embu,503,142.61,31.6,87.3
2014-04-18 16:12:28.949789952,Maize,Meru,847,121.9,28.5,186.9
2014-04-19 16:45:01.980396064,Wheat,Eldoret,645,99.39,26.1,40.5
2014-04-20 17:17:35.011002192,Coffee,Embu,880,111.55,19.5,136.4
2014-04-21 17:50:08.041608320,Beans,Kisii,546,67.93,23.5,56.3
2014-04-22 18:22:41.072214432,Coffee,Mombasa,523,139.67,33.5,128.8
2014-04-23 18:55:14.102820560,Beans,Nakuru,715,106.73,29.2,195.3
2014-04-24 19:27:47.133426672,Maize,Eldoret,247,130.37,21.3,87.0
2014-04-25 20:00:20.164032800,Sugarcane,Embu,817,110.5,30.2,172.2
2014-04-26 20:32:53.194638912,Sugarcane,Nakuru,757,108.22,26.8,186.6
2014-04-27 21:05:26.225245040,Rice,Embu,167,75.57,18.0,44.9
2014-04-28 21:37:59.255851168,Sorghum,Embu,857,110.24,34.5,76.6
2014-04-29 22:10:32.286457280,Tea,Mombasa,997,52.71,18.4,42.8
2014-04-30 22:43:05.317063408,Coffee,Eldoret,444,125.06,22.6,32.3
2014-05-01 23:15:38.347669520,Wheat,Mombasa,964,103.0,22.3,125.4
2014-05-02 23:48:11.378275648,Maize,Meru,767,50.54,18.0,42.6
2014-05-04 00:20:44.408881760,Rice,Mombasa,233,132.97,24.4,38.2
2014-05-05 00:53:17.439487888,Sugarcane,Embu,630,84.62,32.0,167.2
2014-05-06 01:25:50.470094016,Sugarcane,Nakuru,766,107.45,30.2,67.5
2014-05-07 01:58:23.500700128,Rice,Embu,493,117.42,32.1,70.7
2014-05-08 02:30:56.531306256,Coffee,Nakuru,717,141.57,18.0,26.1
2014-05-09 03:03:29.561912368,Sugarcane,Kisii,817,145.9,17.4,194.3
2014-05-10 03:36:02.592518496,Rice,Muranga,471,57.8,15.1,184.4
2014-05-11 04:08:35.623124624,Wheat,Meru,319,128.72,24.0,31.0
2014-05-12 04:41:08.653730736,Sorghum,Embu,482,123.68,20.6,19.4
2014-05-13 05:13:41.684336864,Rice,Meru,328,132.47,30.7,185.0
2014-05-14 05:46:14.714942976,Maize,Nakuru,111,96.39,15.6,37.4
2014-05-15 06:18:47.745549104,Sorghum,Nakuru,974,113.34,20.1,41.6
2014-05-16 06:51:20.776155216,Coffee,Eldoret,288,82.45,29.5,65.9
2014-05-17 07:23:53.806761344,Tea,Meru,395,64.17,18.1,6.4
2014-05-18 07:56:26.837367472,Rice,Kisii,813,100.94,15.8,152.3
2014-05-19 08:28:59.867973584,Wheat,Embu,405,74.23,23.6,49.5
2014-05-20 09:01:32.898579712,Tea,Kisii,454,147.45,33.6,34.2
2014-05-21 09:34:05.929185824,Rice,Nairobi,722,143.58,20.3,48.1
2014-05-22 10:06:38.959791952,Coffee,Kisii,900,55.99,28.4,36.3
2014-05-23 10:39:11.990398064,Wheat,Nairobi,864,91.46,26.8,44.0
2014-05-24 11:11:45.021004192,Tea,Nakuru,487,145.06,21.2,116.1
2014-05-25 11:44:18.051610320,Maize,Kisii,242,93.37,22.9,71.1
2014-05-26 12:16:51.082216432,Tea,Embu,874,133.91,28.2,192.8
2014-05-27 12:49:24.112822560,Maize,Muranga,650,93.68,25.8,120.4
2014-05-28 13:21:57.143428672,Maize,Meru,342,148.9,33.2,127.7
2014-05-29 13:54:30.174034800,Coffee,Embu,711,100.61,33.7,98.0
2014-05-30 14:27:03.204640912,Beans,Nairobi,359,120.2,33.8,1.1
2014-05-31 14:59:36.235247040,Sugarcane,Muranga,211,108.78,30.3,72.9
2014-06-01 15:32:09.265853168,Tea,Kisii,221,53.14,23.1,199.7
2014-06-02 16:04:42.296459280,Wheat,Meru,879,89.6,27.3,63.1
2014-06-03 16:37:15.327065408,Maize,Embu,541,86.81,31.9,82.1
2014-06-04 17:09:48.357671520,Sorghum,Kisii,498,138.97,19.4,64.7
2014-06-05 17:42:21.388277648,Sorghum,Kisii,736,144.66,32.4,176.9
2014-06-06 18:14:54.418883776,Tea,Muranga,381,89.86,25.6,194.5
2014-06-07 18:47:27.449489888,Coffee,Kisii,767,75.94,29.4,134.9
2014-06-08 19:20:00.480096016,Sugarcane,Mombasa,222,134.51,27.5,43.8
2014-06-09 19:52:33.510702128,Coffee,Eldoret,406,92.23,24.7,23.0
2014-06-10 20:25:06.541308256,Beans,Nakuru,110,125.97,21.2,103.3
2014-06-11 20:57:39.571914368,Wheat,Meru,136,135.93,26.2,115.2
2014-06-12 21:30:12.602520496,Coffee,Embu,507,76.85,30.7,54.5
2014-06-13 22:02:45.633126624,Coffee,Muranga,204,72.18,26.6,10.8
2014-06-14 22:35:18.663732736,Sugarcane,Muranga,899,112.88,24.1,19.4
2014-06-15 23:07:51.694338864,Coffee,Embu,672,109.63,16.8,177.7
2014-06-16 23:40:24.724944976,Sugarcane,Meru,616,126.9,26.2,38.8
2014-06-18 00:12:57.755551104,Wheat,Muranga,780,133.14,25.5,66.1
2014-06-19 00:45:30.786157216,Rice,Nakuru,217,117.75,28.6,63.3
2014-06-20 01:18:03.816763344,Wheat,Nairobi,608,119.85,28.5,154.4
2014-06-21 01:50:36.847369472,Rice,Meru,488,87.44,31.7,171.9
2014-06-22 02:23:09.877975584,Sugarcane,Mombasa,424,76.79,22.4,66.2
2014-06-23 02:55:42.908581712,Rice,Nairobi,690,103.34,18.9,69.7
2014-06-24 03:28:15.939187824,Rice,Eldoret,103,66.42,27.3,79.0
2014-06-25 04:00:48.969793952,Rice,Embu,298,146.4,19.8,122.8
2014-06-26 04:33:22.000400064,Rice,Meru,997,126.28,34.2,167.9
2014-06-27 05:05:55.031006192,Maize,Meru,111,134.81,33.5,167.3
2014-06-28 05:38:28.061612320,Maize,Kisii,651,108.55,16.7,93.1
2014-06-29 06:11:01.092218432,Tea,Nakuru,824,148.46,26.5,34.3
2014-06-30 06:43:34.122824560,Rice,Embu,984,81.75,16.0,64.3
2014-07-01 07:16:07.153430672,Wheat,Muranga,719,147.02,16.1,69.1
2014-07-02 07:48:40.184036800,Coffee,Kisii,731,125.62,34.0,89.5
2014-07-03 08:21:13.214642912,Beans,Nairobi,315,132.98,33.7,96.8
2014-07-04 08:53:46.245249040,Beans,Muranga,588,114.2,25.5,147.7
2014-07-05 09:26:19.275855168,Beans,Mombasa,100,97.69,23.2,110.0
2014-07-06 09:58:52.306461280,Beans,Meru,705,111.41,29.7,91.5
2014-07-07 10:31:25.337067408,Rice,Eldoret,934,97.35,29.4,135.8
2014-07-08 11:03:58.367673520,Tea,Mombasa,774,58.14,27.9,198.1
2014-07-09 11:36:31.398279648,Tea,Muranga,477,122.51,16.6,136.9
2014-07-10 12:09:04.428885776,Wheat,Kisii,576,130.13,19.7,179.0
2014-07-11 12:41:37.459491888,Coffee,Kisii,888,134.74,28.9,176.4
2014-07-12 13:14:10.490098016,Maize,Kisii,215,117.53,31.0,107.9
2014-07-13 13:46:43.520704128,Maize,Kisii,676,144.54,33.6,75.1
2014-07-14 14:19:16.551310256,Coffee,Mombasa,775,123.66,22.9,154.8
2014-07-15 14:51:49.581916368,Sorghum,Eldoret,143,76.32,19.4,101.4
2014-07-16 15:24:22.612522496,Tea,Nairobi,649,52.15,32.6,120.3
2014-07-17 15:56:55.643128624,Coffee,Eldoret,796,106.59,22.1,191.9
2014-07-18 16:29:28.673734736,Tea,Mombasa,319,63.61,19.3,85.1
2014-07-19 17:02:01.704340864,Beans,Meru,526,147.52,19.0,139.0
2014-07-20 17:34:34.734946976,Beans,Eldoret,661,59.28,27.1,166.5
2014-07-21 18:07:07.765553104,Coffee,Kisii,457,132.97,31.6,124.7
2014-07-22 18:39:40.796159216,Coffee,Muranga,346,74.76,28.2,120.3
2014-07-23 19:12:13.826765344,Sugarcane,Nakuru,123,112.83,24.3,181.8
2014-07-24 19:44:46.857371472,Tea,Eldoret,373,107.04,25.9,175.7
2014-07-25 20:17:19.887977584,Tea,Muranga,696,54.4,28.8,76.3
2014-07-26 20:49:52.918583712,Sugarcane,Muranga,235,93.22,28.9,153.8
2014-07-27 21:22:25.949189824,Beans,Muranga,704,149.73,32.1,45.8
2014-07-28 21:54:58.979795936,Beans,Eldoret,675,90.5,27.4,160.5
2014-07-29 22:27:32.010402080,Coffee,Kisii,287,62.65,24.6,169.0
2014-07-30 23:00:05.041008192,Beans,Nakuru,762,92.73,21.6,134.1
2014-07-31 23:32:38.071614304,Rice,Nairobi,518,109.14,24.6,156.4
2014-08-02 00:05:11.102220448,Beans,Eldoret,271,141.45,26.7,153.6
2014-08-03 00:37:44.132826560,Rice,Kisii,323,132.76,26.7,59.6
2014-08-04 01:10:17.163432672,Maize,Muranga,439,125.59,17.9,84.0
2014-08-05 01:42:50.194038784,Beans,Kisii,609,69.71,24.5,56.5
2014-08-06 02:15:23.224644928,Wheat,Eldoret,873,132.99,18.7,184.6
2014-08-07 02:47:56.255251040,Tea,Mombasa,882,66.51,24.1,86.4
2014-08-08 03:20:29.285857152,Wheat,Muranga,149,109.79,28.4,116.2
2014-08-09 03:53:02.316463296,Sugarcane,Nairobi,401,127.36,24.9,80.9
2014-08-10 04:25:35.347069408,Sugarcane,Nakuru,786,75.04,28.4,25.9
2014-08-11 04:58:08.377675520,Wheat,Nairobi,157,93.39,30.9,15.1
2014-08-12 05:30:41.408281632,Maize,Nairobi,441,77.57,26.5,69.3
2014-08-13 06:03:14.438887776,Beans,Meru,744,100.27,33.9,196.6
2014-08-14 06:35:47.469493888,Wheat,Muranga,397,98.2,19.5,190.0
2014-08-15 07:08:20.500100000,Wheat,Kisii,641,119.02,21.8,7.6
2014-08-16 07:40:53.530706144,Sorghum,Meru,480,64.03,18.1,166.3
2014-08-17 08:13:26.561312256,Wheat,Eldoret,285,112.96,23.6,46.4
2014-08-18 08:45:59.591918368,Wheat,Eldoret,883,54.46,33.5,55.1
2014-08-19 09:18:32.622524480,Rice,Muranga,658,88.46,32.6,112.6
2014-08-20 09:51:05.653130624,Beans,Muranga,274,84.49,21.9,20.4
2014-08-21 10:23:38.683736736,Rice,Nakuru,614,61.4,34.4,28.2
2014-08-22 10:56:11.714342848,Maize,Embu,253,92.58,21.3,77.4
2014-08-23 11:28:44.744948992,Sorghum,Nairobi,494,141.9,29.6,105.9
2014-08-24 12:01:17.775555104,Sorghum,Embu,931,104.81,16.8,197.2
2014-08-25 12:33:50.806161216,Beans,Mombasa,156,110.84,28.2,105.7
2014-08-26 13:06:23.836767360,Beans,Nairobi,656,73.48,32.6,178.4
2014-08-27 13:38:56.867373472,Coffee,Embu,819,93.54,18.3,144.0
2014-08-28 14:11:29.897979584,Sugarcane,Eldoret,253,60.0,17.7,151.7
2014-08-29 14:44:02.928585696,Beans,Muranga,194,65.42,34.7,33.8
2014-08-30 15:16:35.959191840,Wheat,Meru,721,51.2,29.3,148.0
2014-08-31 15:49:08.989797952,Sugarcane,Nairobi,774,96.47,29.0,74.4
2014-09-01 16:21:42.020404064,Beans,Nairobi,371,63.18,31.8,141.1
2014-09-02 16:54:15.051010208,Sorghum,Nairobi,250,131.24,32.7,52.3
2014-09-03 17:26:48.081616320,Sugarcane,Nakuru,406,127.12,28.1,158.5
2014-09-04 17:59:21.112222432,Beans,Kisii,774,140.91,17.5,124.3
2014-09-05 18:31:54.142828544,Beans,Nairobi,586,67.02,26.8,108.3
2014-09-06 19:04:27.173434688,Wheat,Muranga,694,124.62,32.1,140.9
2014-09-07 19:37:00.204040800,Sugarcane,Muranga,861,115.68,17.6,166.5
2014-09-08 20:09:33.234646912,Beans,Kisii,260,74.7,23.0,3.4
2014-09-09 20:42:06.265253056,Coffee,Eldoret,424,139.46,22.4,108.0
2014-09-10 21:14:39.295859168,Wheat,Mombasa,463,137.45,18.0,36.1
2014-09-11 21:47:12.326465280,Wheat,Kisii,603,77.27,19.8,56.4
2014-09-12 22:19:45.357071392,Maize,Nairobi,417,50.33,19.9,13.4
2014-09-13 22:52:18.387677536,Rice,Embu,610,133.23,30.9,73.2
2014-09-14 23:24:51.418283648,Wheat,Eldoret,314,139.94,34.7,72.3
