Date,Crop_Type,Region,Market_Price_Per_Tonne_USD
2018-09-27,Beans,Nandi,154.25
2016-02-01,Wheat,Meru,131.74
2016-11-29,Cabbage,Uasin Gishu,58.28
2023-06-18,Maize,Nairobi,59.83
2021-02-02,Cabbage,Nandi,82.44
2019-06-24,Cabbage,Uasin Gishu,71.68
2016-01-31,Tomatoes,Muranga,92.72
2021-10-28,Tomatoes,Nairobi,112.47
2015-03-17,Maize,Kisii,92.39
2015-09-22,Tomatoes,Muranga,46.77
2021-11-07,Sugarcane,Nakuru,157.08
2019-12-25,Beans,Embu,91.01
2016-12-18,Potatoes,Nakuru,142.13
2022-08-14,Maize,Meru,48.87
2017-04-30,Maize,Uasin Gishu,137.21
2018-10-22,Sugarcane,Embu,60.81
2015-05-24,Coffee,Nairobi,121.53
2017-06-03,Coffee,Nairobi,119.42
2023-08-07,Tomatoes,Muranga,149.18
2023-09-06,Potatoes,Meru,78.48
2016-01-31,Tomatoes,Kisii,53.08
2023-06-24,Sorghum,Nandi,143.75
2023-03-15,Sorghum,Nandi,79.79
2023-01-17,Wheat,Embu,67.9
2019-02-01,Sorghum,Meru,98.35
2023-10-28,Coffee,Meru,57.54
2018-03-13,Beans,Nairobi,75.64
2022-03-01,Sorghum,Kisii,86.23
2017-11-28,Tomatoes,Uasin Gishu,73.27
2020-11-26,Cabbage,Kisii,94.03
2017-12-01,Maize,Kiambu,86.16
2018-04-24,Beans,Meru,132.95
2023-03-02,Beans,Nakuru,150.21
2021-09-11,Tomatoes,Kericho,52.11
2016-09-25,Maize,Meru,138.8
2018-03-02,Coffee,Embu,151.81
2023-11-09,Beans,Nakuru,122.39
2018-05-23,Wheat,Embu,159.57
2017-01-02,Tomatoes,Muranga,80.21
2015-08-23,Beans,Kericho,139.64
2022-05-29,Potatoes,Kericho,120.84
2017-01-20,Maize,Nairobi,78.81
2022-03-20,Sorghum,Meru,124.56
2023-06-08,Beans,Nairobi,101.15
2023-08-12,Tomatoes,Nandi,62.68
2017-08-11,Sorghum,Embu,60.87
2021-12-14,Wheat,Kiambu,125.61
2023-02-08,Sorghum,Kiambu,125.43
2019-03-23,Potatoes,Nandi,103.69
2018-04-12,Coffee,Muranga,100.17
2019-08-04,Beans,Kiambu,61.6
2018-04-06,Tea,Embu,91.51
2021-01-26,Tea,Kiambu,144.57
2018-11-17,Sorghum,Nandi,142.57
2023-03-13,Sugarcane,Nakuru,119.31
2022-10-13,Maize,Nairobi,159.68
2022-05-05,Tea,Uasin Gishu,147.18
2018-05-02,Sugarcane,Embu,57.43
2019-03-21,Tea,Nairobi,87.9
2020-09-07,Sugarcane,Kericho,55.83
2023-11-11,Maize,Kisii,95.93
2018-12-16,Cabbage,Kiambu,133.17
2021-07-14,Tea,Kiambu,58.69
2019-02-28,Potatoes,Muranga,145.65
2018-10-20,Beans,Nairobi,108.29
2020-01-31,Sugarcane,Kisii,129.87
2018-09-27,Beans,Kiambu,45.42
2016-05-14,Tomatoes,Kericho,51.26
2019-08-08,Tomatoes,Muranga,114.5
2016-05-25,Maize,Nairobi,140.58
2015-08-05,Sugarcane,Muranga,144.86
2018-08-17,Wheat,Nairobi,122.6
2018-03-01,Tomatoes,Meru,64.11
2020-01-02,Maize,Meru,63.4
2023-08-08,Tomatoes,Nandi,145.76
2019-12-16,Tomatoes,Embu,53.59
2021-10-28,Wheat,Muranga,122.33
2023-01-02,Tea,Nandi,104.02
2018-04-20,Sorghum,Muranga,90.57
2021-01-23,Cabbage,Kiambu,92.84
2015-04-01,Tomatoes,Uasin Gishu,153.42
2016-12-14,Tomatoes,Muranga,143.37
2020-02-25,Potatoes,Kiambu,143.8
2015-02-08,Cabbage,Kisii,88.79
2023-10-03,Wheat,Meru,52.84
2015-06-22,Beans,Nandi,159.74
2016-10-14,Sugarcane,Uasin Gishu,57.44
2017-01-23,Tomatoes,Kericho,101.87
2018-05-28,Sorghum,Meru,71.75
2017-12-17,Sugarcane,Nandi,101.29
2019-08-11,Cabbage,Uasin Gishu,76.59
2021-11-28,Sugarcane,Kericho,147.63
2016-03-31,Tea,Nakuru,156.2
2017-04-08,Tomatoes,Kiambu,89.21
2017-06-13,Sugarcane,Nakuru,48.42
2018-10-16,Beans,Kiambu,119.6
2020-05-12,Beans,Nairobi,85.2
2023-05-31,Tomatoes,Embu,158.32
2021-08-31,Coffee,Uasin Gishu,50.72
2020-06-19,Beans,Nakuru,54.3
2021-07-23,Sugarcane,Embu,123.93
2015-07-09,Maize,Uasin Gishu,131.04
2016-05-19,Beans,Nandi,96.53
2018-04-29,Cabbage,Nairobi,73.27
2019-03-12,Coffee,Nandi,77.18
2017-04-03,Sugarcane,Kiambu,80.56
2017-07-17,Wheat,Embu,67.03
2017-07-22,Potatoes,Uasin Gishu,142.08
2018-02-14,Wheat,Muranga,47.81
2015-05-14,Tea,Embu,88.87
2020-10-06,Potatoes,Kisii,129.71
2016-11-15,Tea,Kericho,40.46
2022-06-12,Potatoes,Nakuru,145.36
2021-01-29,Potatoes,Uasin Gishu,124.76
2020-01-27,Maize,Meru,48.8
2017-03-25,Sorghum,Meru,147.4
2018-03-18,Cabbage,Kericho,98.48
2015-03-21,Wheat,Kiambu,118.27
2023-01-12,Beans,Embu,145.84
2023-12-29,Sugarcane,Embu,145.74
2015-07-22,Coffee,Meru,89.05
2022-09-12,Cabbage,Embu,68.52
2018-06-06,Tea,Kericho,70.89
2019-08-27,Maize,Embu,131.91
2018-06-04,Tea,Kiambu,151.53
2019-08-10,Sorghum,Nakuru,48.67
2019-04-05,Coffee,Kisii,41.8
2020-09-25,Maize,Nakuru,138.75
2018-06-10,Tea,Kisii,86.39
2019-03-30,Sorghum,Muranga,73.17
2018-03-12,Sugarcane,Nakuru,62.6
2018-10-28,Sugarcane,Kericho,81.58
2022-05-27,Tea,Nairobi,156.58
2016-04-15,Cabbage,Muranga,157.25
2023-04-07,Coffee,Kisii,79.78
2017-11-01,Tomatoes,Kisii,155.64
2018-09-15,Cabbage,Muranga,75.98
2022-08-15,Sugarcane,Kisii,142.54
2022-10-02,Coffee,Uasin Gishu,65.44
2017-08-25,Sorghum,Nairobi,139.18
2015-12-24,Maize,Kericho,82.45
2023-04-08,Potatoes,Uasin Gishu,63.49
2016-10-29,Tea,Kisii,152.17
2016-01-08,Wheat,Nakuru,65.7
2017-10-28,Coffee,Uasin Gishu,159.02
2018-02-19,Beans,Nakuru,53.03
2018-10-03,Sorghum,Muranga,41.2
2022-06-16,Tomatoes,Embu,144.5
2015-03-31,Potatoes,Nandi,110.39
2022-07-08,Beans,Kisii,90.6
2023-11-24,Tomatoes,Nandi,49.84
2016-06-23,Wheat,Nairobi,108.99
2022-08-11,Sugarcane,Nakuru,87.25
2017-05-18,Cabbage,Uasin Gishu,98.03
2015-02-10,Tea,Nandi,115.65
2017-01-09,Maize,Kiambu,116.79
2020-04-30,Tomatoes,Kisii,155.27
2021-12-24,Potatoes,Nandi,118.61
2023-03-26,Coffee,Uasin Gishu,80.73
2023-10-22,Sugarcane,Uasin Gishu,79.56
2018-05-09,Coffee,Nairobi,97.26
2017-07-17,Potatoes,Meru,71.12
2020-07-29,Coffee,Kericho,85.17
2021-11-13,Tomatoes,Kiambu,141.05
2022-08-11,Sorghum,Nandi,143.17
2022-08-31,Coffee,Kericho,115.34
2017-07-13,Cabbage,Kiambu,109.94
2023-02-04,Wheat,Meru,91.25
2019-05-01,Maize,Nandi,116.31
2016-01-25,Tomatoes,Kiambu,136.73
2019-06-06,Beans,Kericho,128.54
2023-01-09,Potatoes,Nakuru,44.26
2015-09-13,Sugarcane,Uasin Gishu,127.74
2016-12-09,Tomatoes,Embu,126.39
2020-01-13,Sorghum,Muranga,51.88
2020-04-28,Sugarcane,Kisii,58.03
2021-11-02,Cabbage,Embu,134.55
2015-01-10,Potatoes,Nandi,107.08
2022-11-11,Sugarcane,Nandi,138.6
2017-03-08,Coffee,Kiambu,62.17
2017-05-26,Tomatoes,Uasin Gishu,43.67
2017-10-25,Wheat,Meru,59.43
2023-09-26,Potatoes,Nairobi,94.31
2017-10-12,Tea,Kiambu,102.8
2019-12-30,Cabbage,Nairobi,142.92
2016-01-09,Maize,Muranga,125.94
2023-08-03,Potatoes,Kericho,158.85
2021-01-02,Sorghum,Kiambu,49.45
2015-08-12,Tomatoes,Muranga,55.63
2018-06-16,Coffee,Kisii,50.12
2021-02-02,Maize,Kiambu,104.61
2019-12-08,Maize,Uasin Gishu,72.02
2017-05-02,Cabbage,Uasin Gishu,122.04
2015-03-04,Sugarcane,Nandi,55.92
2018-05-25,Sorghum,Kisii,52.38
2022-11-14,Sugarcane,Nandi,95.22
2022-10-13,Coffee,Nairobi,85.11
2016-11-19,Maize,Embu,139.5
2019-01-24,Sorghum,Meru,140.51
2019-06-22,Sorghum,Kisii,54.09
2020-11-22,Beans,Kericho,137.48
2023-09-06,Tomatoes,Meru,107.7
2016-05-25,Maize,Meru,100.43
2016-01-20,Maize,Nakuru,51.37
2016-02-09,Sorghum,Kiambu,128.76
2022-11-10,Sugarcane,Kericho,47.16
2016-06-01,Maize,Kisii,73.32
2016-04-20,Sorghum,Nandi,51.45
2020-06-23,Maize,Nairobi,103.69
2022-07-19,Sorghum,Kiambu,117.43
2019-07-27,Beans,Nakuru,146.9
2020-03-08,Tomatoes,Nairobi,128.06
2022-09-19,Sorghum,Kisii,155.33
2018-12-31,Maize,Embu,131.31
2023-06-22,Coffee,Meru,75.77
2023-05-03,Tomatoes,Nakuru,105.71
2022-06-17,Beans,Nairobi,94.95
2016-12-14,Sorghum,Nandi,107.92
2015-03-24,Coffee,Nakuru,108.65
2018-03-14,Sorghum,Nairobi,124.25
2023-08-23,Sugarcane,Nakuru,49.97
2023-08-16,Maize,Nandi,129.61
2021-11-09,Potatoes,Nandi,57.25
2020-03-16,Cabbage,Kericho,43.14
2020-08-10,Wheat,Uasin Gishu,102.27
2015-02-20,Sugarcane,Meru,109.78
2016-11-15,Coffee,Kiambu,44.18
2016-12-17,Sugarcane,Kiambu,101.84
2019-01-09,Tea,Kisii,104.15
2016-03-24,Sorghum,Muranga,46.3
2017-05-30,Sorghum,Kisii,125.39
2016-05-02,Wheat,Muranga,65.23
2019-12-29,Wheat,Nakuru,135.34
2020-09-12,Tea,Muranga,77.3
2020-11-12,Maize,Uasin Gishu,97.35
2023-08-10,Cabbage,Uasin Gishu,147.02
2019-04-24,Potatoes,Meru,136.74
2021-01-10,Potatoes,Nairobi,133.82
2015-09-07,Beans,Kiambu,59.25
2016-11-04,Beans,Meru,45.78
2016-03-13,Maize,Uasin Gishu,112.69
2020-12-05,Beans,Nairobi,89.28
2017-02-09,Beans,Kisii,149.09
2015-09-25,Tea,Kiambu,81.95
2020-06-07,Tea,Kericho,89.27
2017-12-13,Beans,Kiambu,103.12
2015-08-24,Sugarcane,Nakuru,135.57
2016-01-24,Tomatoes,Embu,72.2
2023-04-26,Tomatoes,Kiambu,153.02
2017-02-01,Maize,Uasin Gishu,104.79
2020-01-23,Potatoes,Nakuru,140.92
2021-09-14,Wheat,Nandi,103.07
2016-09-15,Maize,Muranga,132.64
2022-09-15,Beans,Kisii,46.17
2023-02-14,Tea,Kericho,135.91
2023-12-23,Sorghum,Kisii,102.88
2018-06-06,Sugarcane,Nandi,93.93
2022-12-10,Coffee,Embu,53.39
2016-07-31,Tea,Kiambu,128.99
2020-10-23,Tomatoes,Meru,55.74
2016-03-10,Tea,Nakuru,63.08
2020-11-20,Sugarcane,Kericho,55.17
2017-02-02,Wheat,Nandi,40.79
2022-08-17,Beans,Embu,119.43
2022-10-24,Sorghum,Kisii,72.5
2018-08-22,Tomatoes,Nandi,57.94
2020-11-15,Tomatoes,Kericho,78.4
2022-10-16,Cabbage,Kericho,99.89
2018-09-20,Potatoes,Embu,100.41
2022-12-16,Wheat,Kisii,84.06
2021-10-18,Tomatoes,Uasin Gishu,99.39
2016-03-22,Potatoes,Kericho,91.28
2020-07-10,Tomatoes,Nakuru,138.72
2018-08-24,Beans,Nakuru,43.55
2015-09-06,Potatoes,Muranga,144.16
2015-06-15,Sugarcane,Kisii,69.27
2023-04-20,Cabbage,Nandi,126.61
2018-09-20,Beans,Nakuru,88.6
2017-10-16,Sugarcane,Embu,75.32
2016-06-25,Sorghum,Nandi,113.84
2017-01-28,Wheat,Kisii,132.27
2023-09-13,Wheat,Embu,93.99
2020-10-29,Coffee,Kiambu,95.99
2020-12-20,Coffee,Nairobi,47.06
2017-03-07,Potatoes,Nakuru,150.88
2023-01-26,Wheat,Nakuru,141.63
2015-05-18,Potatoes,Muranga,87.76
2021-02-09,Coffee,Uasin Gishu,131.79
2018-09-15,Sorghum,Muranga,77.59
2022-10-03,Tomatoes,Kisii,127.65
2020-02-19,Sugarcane,Muranga,102.0
2023-04-20,Tea,Uasin Gishu,95.29
2015-03-10,Potatoes,Uasin Gishu,46.78
2022-02-06,Sorghum,Kericho,155.85
2020-10-01,Sugarcane,Kericho,140.49
2019-01-13,Wheat,Nairobi,135.21
2015-07-24,Tomatoes,Embu,76.59
2020-12-13,Sugarcane,Kiambu,74.75
2015-02-12,Cabbage,Uasin Gishu,108.78
2020-03-21,Coffee,Kiambu,141.55
2020-11-28,Sugarcane,Nakuru,152.16
2017-01-30,Tea,Meru,72.27
2023-11-29,Sorghum,Nairobi,112.89
2022-12-05,Tomatoes,Kisii,126.87
2020-11-12,Beans,Nandi,67.17
2020-06-17,Sugarcane,Kiambu,88.9
2020-04-19,Maize,Muranga,62.5
2017-06-18,Tea,Uasin Gishu,123.87
2015-12-26,Tea,Kiambu,143.65
2023-01-26,Maize,Nandi,145.3
2019-09-16,Cabbage,Uasin Gishu,120.41
2015-10-08,Beans,Kisii,81.66
2023-12-11,Coffee,Meru,119.32
2020-03-02,Sorghum,Muranga,143.71
2023-12-11,Tomatoes,Kiambu,115.1
2016-10-28,Sorghum,Kericho,89.55
2015-04-03,Beans,Nairobi,150.38
2016-11-02,Sorghum,Kiambu,140.23
2020-05-23,Maize,Kiambu,145.89
2015-03-02,Tea,Nandi,148.38
2022-05-05,Sorghum,Nandi,87.26
2023-07-20,Potatoes,Nairobi,143.16
2017-10-25,Sugarcane,Kiambu,108.44
2019-01-29,Beans,Embu,44.58
2016-08-26,Cabbage,Kisii,116.3
2016-11-12,Potatoes,Nandi,96.47
2022-01-25,Maize,Nandi,73.02
2018-11-29,Wheat,Embu,156.45
2022-11-25,Maize,Uasin Gishu,46.61
2022-05-16,Cabbage,Kiambu,153.51
2021-03-30,Cabbage,Nairobi,59.11
2016-06-07,Potatoes,Nandi,85.24
2021-07-21,Sugarcane,Nairobi,90.07
2023-07-15,Beans,Nairobi,127.72
2022-02-06,Coffee,Kisii,65.87
2020-05-22,Tea,Kericho,158.33
2018-01-06,Potatoes,Nandi,129.88
2019-10-20,Cabbage,Muranga,134.79
2020-01-11,Wheat,Uasin Gishu,52.77
2023-08-11,Tomatoes,Nairobi,97.16
2022-10-12,Cabbage,Nandi,153.47
2021-04-15,Sugarcane,Uasin Gishu,72.41
2020-09-25,Sugarcane,Muranga,57.45
2018-02-18,Cabbage,Nandi,98.25
2021-03-11,Sugarcane,Kiambu,151.65
2021-04-05,Potatoes,Nairobi,98.41
2017-12-15,Cabbage,Muranga,88.58
2021-07-25,Cabbage,Kiambu,118.03
2015-04-17,Beans,Nairobi,152.43
2022-11-18,Tea,Nakuru,45.89
2015-02-17,Wheat,Meru,58.41
2015-12-03,Sugarcane,Embu,55.93
2017-11-15,Beans,Nairobi,50.24
2022-10-22,Coffee,Muranga,76.25
2018-07-04,Coffee,Muranga,67.52
2020-08-17,Sorghum,Meru,105.84
2016-09-16,Potatoes,Nandi,79.27
2020-03-05,Potatoes,Embu,88.62
2018-06-30,Maize,Uasin Gishu,153.02
2019-09-12,Wheat,Nairobi,58.68
2022-07-29,Cabbage,Nandi,86.61
2015-10-30,Sugarcane,Kiambu,70.85
2016-09-30,Wheat,Uasin Gishu,105.9
2015-02-25,Sorghum,Embu,128.36
2016-12-26,Maize,Nandi,138.04
2016-06-09,Beans,Kericho,101.84
2016-04-18,Wheat,Uasin Gishu,142.59
2015-01-28,Beans,Kisii,134.21
2020-10-26,Coffee,Kisii,58.84
2015-12-31,Sugarcane,Nairobi,69.45
2022-06-06,Sorghum,Nairobi,120.61
2016-06-09,Cabbage,Nairobi,156.98
2022-07-09,Sugarcane,Embu,85.14
2018-08-28,Tea,Kericho,67.58
2017-06-01,Potatoes,Nandi,144.3
2017-10-27,Sorghum,Kiambu,63.95
2017-10-23,Wheat,Nakuru,123.69
2019-07-05,Sugarcane,Muranga,44.11
2017-07-07,Tomatoes,Kiambu,42.28
2022-08-29,Potatoes,Nandi,94.19
2021-08-07,Potatoes,Kericho,118.78
2019-11-10,Tomatoes,Embu,57.09
2019-03-12,Maize,Uasin Gishu,131.67
2022-10-24,Maize,Kiambu,55.45
2022-08-18,Tomatoes,Uasin Gishu,104.04
2020-03-21,Tea,Nakuru,77.0
2023-06-14,Coffee,Nandi,130.27
2018-04-30,Tomatoes,Kericho,136.49
2019-07-13,Coffee,Nandi,47.93
2016-04-29,Sugarcane,Muranga,63.11
2020-09-06,Tea,Embu,147.12
2016-12-14,Sorghum,Muranga,89.87
2017-11-28,Coffee,Nandi,97.21
2020-05-30,Potatoes,Muranga,60.16
2018-07-20,Sugarcane,Meru,159.39
2018-06-08,Potatoes,Nandi,150.77
2020-11-03,Tea,Kericho,40.24
2015-05-06,Coffee,Kiambu,106.09
2022-10-30,Beans,Kericho,144.67
2016-06-20,Tea,Meru,91.66
2021-01-01,Tea,Kiambu,92.42
2023-12-28,Beans,Meru,85.52
2020-09-03,Sugarcane,Kiambu,43.46
2019-05-23,Coffee,Kericho,134.83
2015-03-08,Coffee,Nandi,94.81
2015-08-21,Potatoes,Nairobi,103.73
2020-11-26,Tea,Kisii,70.68
2018-03-15,Tea,Kisii,134.09
2020-11-28,Cabbage,Meru,135.25
2021-03-25,Sorghum,Kisii,106.35
2015-04-21,Tea,Kericho,148.56
2019-02-02,Wheat,Uasin Gishu,53.91
2020-09-12,Sorghum,Meru,134.4
2016-09-14,Wheat,Kiambu,107.03
2022-08-27,Coffee,Embu,67.72
2022-03-27,Sorghum,Muranga,55.88
2021-10-08,Tea,Kericho,76.12
2022-04-14,Beans,Kiambu,142.76
2019-03-22,Potatoes,Uasin Gishu,134.51
2022-07-02,Wheat,Embu,117.42
2018-07-29,Sorghum,Kisii,50.84
2019-10-28,Tea,Uasin Gishu,154.58
2020-05-29,Sorghum,Meru,76.65
2021-06-20,Tea,Nakuru,112.84
2017-05-26,Tea,Nakuru,136.37
2020-06-12,Tea,Kisii,55.94
2018-08-05,Cabbage,Nakuru,118.26
2018-12-31,Potatoes,Nakuru,43.88
2022-06-02,Beans,Kiambu,52.21
2021-05-13,Beans,Kiambu,126.78
2019-09-30,Sorghum,Muranga,58.61
2019-05-25,Sorghum,Nandi,93.22
2019-03-07,Tea,Kisii,69.8
2022-04-25,Cabbage,Nakuru,90.55
2022-01-07,Tea,Muranga,49.27
2022-11-30,Cabbage,Kisii,130.59
2021-07-25,Tea,Nakuru,49.48
2019-06-19,Wheat,Kericho,140.55
2022-11-10,Wheat,Nairobi,119.51
2018-03-06,Coffee,Kericho,89.99
2017-01-28,Tea,Embu,143.98
2023-01-25,Potatoes,Kisii,62.34
2015-08-31,Coffee,Nandi,71.75
2022-02-03,Sorghum,Embu,56.45
2017-11-29,Sugarcane,Muranga,85.79
2015-08-17,Tea,Muranga,158.41
2022-02-08,Wheat,Nakuru,59.32
2017-07-08,Sugarcane,Embu,139.72
2018-05-31,Cabbage,Nakuru,118.23
2015-01-06,Sugarcane,Kisii,41.9
2016-04-12,Potatoes,Muranga,153.39
2019-10-22,Tea,Nairobi,156.53
2015-03-16,Beans,Muranga,150.99
2015-01-04,Sugarcane,Kiambu,100.21
2020-02-14,Beans,Uasin Gishu,66.45
2016-10-07,Cabbage,Nandi,86.95
2015-04-28,Coffee,Embu,113.7
2023-01-07,Beans,Nakuru,85.46
2019-06-18,Coffee,Uasin Gishu,124.98
2021-12-26,Wheat,Uasin Gishu,135.47
2020-07-14,Tea,Kericho,65.13
2017-08-04,Sugarcane,Meru,88.59
2022-03-06,Wheat,Kericho,154.93
2019-01-04,Wheat,Kericho,69.98
2015-07-13,Tomatoes,Nandi,81.57
2017-04-26,Maize,Kiambu,44.28
2022-07-25,Potatoes,Muranga,79.88
2018-11-16,Coffee,Kericho,84.51
2023-06-25,Tomatoes,Kisii,51.98
2018-12-29,Maize,Muranga,40.17
2021-01-29,Potatoes,Kiambu,109.05
2019-07-27,Coffee,Nakuru,76.18
2021-07-01,Tea,Meru,42.14
2018-12-04,Potatoes,Muranga,143.19
2018-02-15,Sugarcane,Embu,110.13
2022-11-23,Wheat,Nandi,60.54
2019-12-16,Maize,Uasin Gishu,143.83
2016-12-24,Maize,Nakuru,70.43
2015-08-13,Maize,Kiambu,67.29
2016-06-15,Coffee,Kericho,147.36
2015-04-23,Sugarcane,Kisii,61.53
2020-12-27,Potatoes,Kisii,145.48
2016-07-12,Wheat,Meru,136.36
2020-08-10,Sugarcane,Kiambu,77.17
2020-11-07,Tomatoes,Nakuru,44.13
2016-10-15,Tea,Embu,49.91
2015-11-16,Beans,Uasin Gishu,53.14
2019-04-23,Sugarcane,Kericho,146.9
2020-01-03,Tomatoes,Nandi,88.48
2020-04-01,Wheat,Nairobi,43.9
2015-05-19,Beans,Nairobi,106.79
2022-12-02,Beans,Kericho,64.96
2020-07-19,Sugarcane,Nakuru,68.22
2021-04-25,Maize,Kericho,59.3
2017-06-20,Sorghum,Kiambu,131.44
2016-11-20,Wheat,Nairobi,40.07
2020-08-01,Maize,Meru,92.68
2015-01-10,Wheat,Kiambu,50.42
2015-09-18,Sorghum,Nairobi,106.28
2020-04-26,Tea,Embu,81.52
2019-08-01,Sorghum,Uasin Gishu,43.4
2021-01-28,Cabbage,Kisii,95.32
2023-01-24,Sugarcane,Kiambu,108.47
2020-08-22,Sugarcane,Kisii,69.72
2018-04-06,Tomatoes,Kisii,131.86
2019-06-08,Maize,Nairobi,84.53
2015-11-17,Tomatoes,Kiambu,129.92
2018-09-04,Cabbage,Uasin Gishu,109.48
2019-06-25,Sorghum,Embu,144.31
2021-07-04,Sugarcane,Muranga,105.63
2022-10-03,Coffee,Meru,62.28
2022-09-25,Sorghum,Kisii,138.71
2020-06-17,Sorghum,Uasin Gishu,133.96
2023-02-06,Cabbage,Nandi,156.68
2020-04-27,Tea,Nandi,51.23
2020-07-31,Wheat,Muranga,110.95
2018-01-23,Cabbage,Muranga,99.0
2019-05-24,Wheat,Muranga,120.5
2021-06-23,Sugarcane,Meru,157.62
2015-08-24,Cabbage,Meru,103.87
2020-05-23,Wheat,Embu,122.29
2015-11-30,Tomatoes,Kisii,81.67
2020-03-23,Cabbage,Nakuru,75.88
2016-01-11,Sugarcane,Nandi,80.24
2018-03-06,Cabbage,Nairobi,44.63
2022-03-20,Sugarcane,Nairobi,74.17
2019-04-20,Cabbage,Muranga,60.75
2022-01-04,Wheat,Kericho,94.89
2018-08-12,Tea,Nandi,95.3
2023-02-13,Potatoes,Nakuru,131.83
2020-01-30,Wheat,Nakuru,100.27
2018-10-04,Maize,Nairobi,95.57
2017-05-22,Beans,Kericho,67.8
2018-06-06,Tea,Nakuru,142.3
2021-05-06,Tomatoes,Nandi,50.92
2020-01-26,Sorghum,Kisii,157.88
2022-10-16,Wheat,Uasin Gishu,97.13
2018-08-07,Cabbage,Kericho,62.32
2016-12-25,Wheat,Nakuru,82.52
2023-11-11,Coffee,Kericho,41.84
2020-08-14,Tea,Kericho,59.98
2022-12-08,Potatoes,Kisii,80.24
2015-03-19,Tomatoes,Nandi,106.53
2022-03-06,Coffee,Nairobi,55.54
2015-05-12,Sugarcane,Kisii,121.12
2016-08-23,Coffee,Nakuru,141.31
2019-11-08,Wheat,Muranga,108.68
2017-12-01,Tomatoes,Kisii,75.63
2020-11-06,Wheat,Muranga,54.57
2021-09-15,Sugarcane,Kiambu,41.86
2021-06-01,Sorghum,Nairobi,127.82
2020-02-07,Tomatoes,Nandi,115.42
2018-08-11,Sorghum,Uasin Gishu,97.15
2016-09-07,Tea,Kericho,52.24
2022-10-18,Tea,Muranga,64.84
2021-10-05,Sorghum,Uasin Gishu,137.82
2020-03-03,Tea,Uasin Gishu,97.58
2017-11-12,Tomatoes,Muranga,155.54
2016-07-28,Cabbage,Uasin Gishu,160.0
2020-12-30,Maize,Kericho,136.08
2017-09-19,Tea,Embu,70.98
2022-06-05,Tea,Kiambu,67.73
2021-01-01,Wheat,Muranga,70.44
2018-06-02,Sorghum,Kericho,158.41
2023-05-13,Beans,Nairobi,80.24
2016-05-17,Potatoes,Muranga,124.77
2020-06-20,Coffee,Kericho,155.08
2017-03-31,Tea,Kericho,138.35
2020-11-21,Coffee,Kisii,111.71
2023-07-08,Tomatoes,Embu,60.28
2020-05-24,Beans,Muranga,60.99
2015-07-17,Potatoes,Nandi,99.09
2019-07-28,Sorghum,Kericho,154.23
2022-03-11,Maize,Kiambu,148.54
2021-09-04,Potatoes,Kisii,59.94
2018-04-17,Potatoes,Kericho,74.53
2022-02-14,Maize,Muranga,110.66
2019-01-11,Cabbage,Nakuru,97.29
2023-06-14,Sorghum,Kericho,54.32
2019-07-05,Wheat,Meru,84.32
2019-08-20,Coffee,Nakuru,154.57
2018-08-05,Tea,Kericho,154.17
2020-07-28,Potatoes,Uasin Gishu,107.13
2016-04-22,Tomatoes,Kericho,116.23
2018-06-08,Maize,Nairobi,66.63
2017-07-11,Coffee,Uasin Gishu,129.03
2016-02-24,Beans,Muranga,46.3
2021-01-13,Maize,Kiambu,66.48
2022-02-10,Beans,Nakuru,40.71
2018-01-25,Sorghum,Nandi,86.28
2023-05-27,Potatoes,Kisii,142.03
2023-05-03,Tomatoes,Kiambu,157.9
2017-08-08,Tea,Uasin Gishu,120.13
2021-05-25,Beans,Kisii,129.38
2018-07-01,Coffee,Nakuru,71.53
2021-02-21,Cabbage,Nandi,102.44
2022-03-30,Sorghum,Meru,128.39
2020-02-01,Cabbage,Meru,99.67
2016-05-31,Sorghum,Nandi,50.63
2019-07-17,Wheat,Kisii,128.9
2020-02-09,Coffee,Muranga,66.35
2022-12-22,Cabbage,Kisii,51.72
2018-02-15,Tomatoes,Kericho,97.37
2022-10-24,Potatoes,Kisii,48.95
2020-04-16,Maize,Muranga,115.53
2023-11-05,Tea,Kiambu,116.86
2017-03-25,Potatoes,Nakuru,70.8
2021-03-25,Potatoes,Kisii,155.74
2020-03-15,Sorghum,Nakuru,138.93
2021-03-13,Tomatoes,Uasin Gishu,53.15
2023-03-15,Sorghum,Meru,129.82
2020-08-24,Sugarcane,Meru,82.37
2023-11-03,Beans,Muranga,130.03
2023-11-03,Tea,Uasin Gishu,136.1
2020-09-25,Beans,Meru,58.17
2021-06-29,Maize,Muranga,119.42
2022-12-01,Sugarcane,Kisii,143.53
2015-05-10,Coffee,Uasin Gishu,78.8
2015-04-05,Maize,Kericho,49.64
2022-04-28,Maize,Kericho,43.27
2022-09-03,Wheat,Kericho,53.2
2020-05-09,Tea,Kiambu,40.5
2017-03-04,Sorghum,Kericho,79.23
2020-01-09,Tomatoes,Uasin Gishu,75.92
2020-10-17,Beans,Nairobi,53.24
2019-08-11,Maize,Meru,118.13
2015-01-11,Beans,Kericho,159.03
2020-02-09,Beans,Uasin Gishu,148.11
2022-12-29,Coffee,Embu,70.34
2022-02-10,Tea,Kisii,132.4
2023-10-11,Tea,Kiambu,152.42
2016-12-12,Cabbage,Nakuru,148.76
2020-09-01,Potatoes,Muranga,146.15
2017-03-25,Tea,Embu,134.37
2015-12-12,Beans,Embu,75.16
