Date,Region,Avg_Temperature_Celsius,Avg_Rainfall_mm
2013-01-13 12:04:45.177035408,Embu,23.9,195.5
2013-01-14 12:37:18.207641520,Mombasa,21.4,78.7
2013-01-15 13:09:51.238247648,Muranga,33.3,12.8
2013-01-16 13:42:24.268853760,Kisii,16.1,174.9
2013-01-17 14:14:57.299459888,Mombasa,16.7,95.6
2013-01-18 14:47:30.330066000,Nakuru,27.7,161.3
2013-01-19 15:20:03.360672128,Eldoret,15.4,190.3
2013-01-20 15:52:36.391278256,Mombasa,29.3,81.3
2013-01-21 16:25:09.421884368,Mombasa,26.1,23.3
2013-01-22 16:57:42.452490496,Mombasa,28.3,183.7
2013-01-23 17:30:15.483096608,Eldoret,20.8,146.6
2013-01-24 18:02:48.513702736,Mombasa,25.7,64.8
2013-01-25 18:35:21.544308848,Muranga,15.4,12.2
2013-01-26 19:07:54.574914976,Embu,19.3,71.9
2013-01-27 19:40:27.605521104,Nairobi,24.2,29.9
2013-01-28 20:13:00.636127216,Nairobi,21.7,94.5
2013-01-29 20:45:33.666733344,Nairobi,23.9,194.5
2013-01-30 21:18:06.697339456,Embu,29.6,72.4
2013-01-31 21:50:39.727945584,Meru,23.7,192.9
2013-02-01 22:23:12.758551712,Kisii,26.7,148.7
2013-02-02 22:55:45.789157824,Embu,16.3,53.3
2013-02-03 23:28:18.819763952,Eldoret,21.7,109.0
2013-02-05 00:00:51.850370064,Kisii,27.8,154.1
2013-02-06 00:33:24.880976192,Meru,29.5,75.1
2013-02-07 01:05:57.911582304,Nairobi,28.8,197.7
2013-02-08 01:38:30.942188432,Eldoret,30.8,190.7
2013-02-09 02:11:03.972794560,Meru,32.4,4.7
2013-02-10 02:43:37.003400672,Nakuru,16.5,39.1
2013-02-11 03:16:10.034006800,Kisii,24.1,102.3
2013-02-12 03:48:43.064612912,Muranga,16.7,174.1
2013-02-13 04:21:16.095219040,Meru,34.2,14.1
2013-02-14 04:53:49.125825152,Nakuru,20.6,89.3
2013-02-15 05:26:22.156431280,Muranga,27.2,57.9
2013-02-16 05:58:55.187037408,Muranga,25.4,43.2
2013-02-17 06:31:28.217643520,Kisii,29.6,79.9
2013-02-18 07:04:01.248249648,Kisii,31.7,137.5
2013-02-19 07:36:34.278855760,Nakuru,16.0,19.2
2013-02-20 08:09:07.309461888,Nairobi,32.3,12.7
2013-02-21 08:41:40.340068000,Muranga,17.1,56.8
2013-02-22 09:14:13.370674128,Meru,30.9,41.6
2013-02-23 09:46:46.401280256,Eldoret,21.4,178.0
2013-02-24 10:19:19.431886368,Nakuru,33.5,125.3
2013-02-25 10:51:52.462492496,Kisii,18.4,61.8
2013-02-26 11:24:25.493098608,Meru,17.4,49.7
2013-02-27 11:56:58.523704736,Nairobi,27.3,136.2
2013-02-28 12:29:31.554310848,Nairobi,30.1,124.5
2013-03-01 13:02:04.584916976,Eldoret,32.7,184.9
2013-03-02 13:34:37.615523104,Mombasa,25.6,116.4
2013-03-03 14:07:10.646129216,Nairobi,21.5,61.1
2013-03-04 14:39:43.676735344,Eldoret,20.9,155.4
2013-03-05 15:12:16.707341456,Embu,26.9,84.6
2013-03-06 15:44:49.737947584,Nakuru,16.0,48.4
2013-03-07 16:17:22.768553712,Eldoret,29.5,123.7
2013-03-08 16:49:55.799159824,Muranga,20.7,100.4
2013-03-09 17:22:28.829765952,Meru,21.1,13.0
2013-03-10 17:55:01.860372064,Nairobi,22.7,75.0
2013-03-11 18:27:34.890978192,Meru,25.7,184.5
2013-03-12 19:00:07.921584304,Eldoret,20.7,124.9
2013-03-13 19:32:40.952190432,Muranga,32.4,170.7
2013-03-14 20:05:13.982796560,Meru,23.2,93.2
2013-03-15 20:37:47.013402672,Nairobi,28.9,120.6
2013-03-16 21:10:20.044008800,Embu,20.5,162.1
2013-03-17 21:42:53.074614912,Kisii,25.4,176.7
2013-03-18 22:15:26.105221040,Kisii,16.1,58.2
2013-03-19 22:47:59.135827152,Eldoret,28.6,176.9
2013-03-20 23:20:32.166433280,Nairobi,18.2,120.4
2013-03-21 23:53:05.197039408,Muranga,31.5,41.0
2013-03-23 00:25:38.227645520,Muranga,21.9,135.0
2013-03-24 00:58:11.258251648,Mombasa,20.8,30.1
2013-03-25 01:30:44.288857760,Kisii,23.4,164.0
2013-03-26 02:03:17.319463888,Meru,17.7,31.0
2013-03-27 02:35:50.350070000,Nakuru,20.8,136.2
2013-03-28 03:08:23.380676128,Nairobi,26.1,134.7
2013-03-29 03:40:56.411282256,Nakuru,22.9,33.6
2013-03-30 04:13:29.441888368,Muranga,33.0,72.8
2013-03-31 04:46:02.472494496,Nairobi,22.2,158.9
2013-04-01 05:18:35.503100608,Embu,19.4,86.8
2013-04-02 05:51:08.533706736,Mombasa,17.3,199.6
2013-04-03 06:23:41.564312864,Muranga,30.4,194.3
2013-04-04 06:56:14.594918976,Embu,34.8,189.3
2013-04-05 07:28:47.625525104,Nakuru,30.2,138.9
2013-04-06 08:01:20.656131216,Meru,22.0,32.9
2013-04-07 08:33:53.686737344,Nakuru,23.2,122.4
2013-04-08 09:06:26.717343456,Muranga,25.7,35.7
2013-04-09 09:38:59.747949584,Kisii,20.0,171.9
2013-04-10 10:11:32.778555712,Muranga,23.3,103.7
2013-04-11 10:44:05.809161824,Eldoret,32.1,24.6
2013-04-12 11:16:38.839767952,Nakuru,15.5,179.9
2013-04-13 11:49:11.870374064,Eldoret,26.4,16.9
2013-04-14 12:21:44.900980192,Meru,22.5,1.1
2013-04-15 12:54:17.931586304,Muranga,23.0,170.0
2013-04-16 13:26:50.962192432,Eldoret,15.5,152.0
2013-04-17 13:59:23.992798560,Mombasa,16.7,35.3
2013-04-18 14:31:57.023404672,Muranga,23.6,24.1
2013-04-19 15:04:30.054010800,Kisii,34.2,15.8
2013-04-20 15:37:03.084616912,Nakuru,20.5,138.4
2013-04-21 16:09:36.115223040,Mombasa,25.5,143.4
2013-04-22 16:42:09.145829152,Mombasa,26.2,95.9
2013-04-23 17:14:42.176435280,Muranga,19.5,156.4
2013-04-24 17:47:15.207041408,Muranga,22.7,199.0
2013-04-25 18:19:48.237647520,Nairobi,23.1,152.3
2013-04-26 18:52:21.268253648,Meru,28.1,188.4
2013-04-27 19:24:54.298859760,Eldoret,20.3,16.8
2013-04-28 19:57:27.329465888,Nairobi,30.7,42.6
2013-04-29 20:30:00.360072000,Mombasa,22.4,166.7
2013-04-30 21:02:33.390678128,Muranga,20.2,121.8
2013-05-01 21:35:06.421284256,Meru,33.9,8.1
2013-05-02 22:07:39.451890368,Kisii,32.2,58.5
2013-05-03 22:40:12.482496496,Nairobi,29.6,58.5
2013-05-04 23:12:45.513102608,Muranga,26.9,150.1
2013-05-05 23:45:18.543708736,Muranga,34.6,147.7
2013-05-07 00:17:51.574314864,Mombasa,16.2,96.0
2013-05-08 00:50:24.604920976,Meru,18.1,105.2
2013-05-09 01:22:57.635527104,Muranga,22.4,75.3
2013-05-10 01:55:30.666133216,Mombasa,32.2,150.8
2013-05-11 02:28:03.696739344,Nairobi,23.0,132.2
2013-05-12 03:00:36.727345456,Kisii,16.3,102.5
2013-05-13 03:33:09.757951584,Nairobi,29.3,144.6
2013-05-14 04:05:42.788557712,Embu,34.2,123.7
2013-05-15 04:38:15.819163824,Muranga,24.7,27.5
2013-05-16 05:10:48.849769952,Meru,22.2,183.0
2013-05-17 05:43:21.880376064,Mombasa,15.5,38.6
2013-05-18 06:15:54.910982192,Embu,25.0,165.3
2013-05-19 06:48:27.941588304,Kisii,21.2,163.6
2013-05-20 07:21:00.972194432,Eldoret,33.8,2.9
2013-05-21 07:53:34.002800560,Nakuru,29.8,33.4
2013-05-22 08:26:07.033406672,Embu,31.8,49.3
2013-05-23 08:58:40.064012800,Meru,29.5,22.4
2013-05-24 09:31:13.094618912,Embu,22.0,179.0
2013-05-25 10:03:46.125225040,Nakuru,31.8,152.2
2013-05-26 10:36:19.155831152,Eldoret,28.4,75.8
2013-05-27 11:08:52.186437280,Eldoret,26.6,75.9
2013-05-28 11:41:25.217043408,Eldoret,22.9,51.7
2013-05-29 12:13:58.247649520,Meru,22.8,81.5
2013-05-30 12:46:31.278255648,Eldoret,17.3,172.0
2013-05-31 13:19:04.308861760,Mombasa,19.7,151.6
2013-06-01 13:51:37.339467888,Nairobi,16.0,181.5
2013-06-02 14:24:10.370074016,Mombasa,15.3,129.9
2013-06-03 14:56:43.400680128,Kisii,16.4,75.0
2013-06-04 15:29:16.431286256,Nakuru,23.7,37.2
2013-06-05 16:01:49.461892368,Mombasa,19.0,93.2
2013-06-06 16:34:22.492498496,Mombasa,20.5,190.9
2013-06-07 17:06:55.523104608,Nairobi,20.5,107.4
2013-06-08 17:39:28.553710736,Mombasa,33.4,167.4
2013-06-09 18:12:01.584316864,Muranga,21.9,170.2
2013-06-10 18:44:34.614922976,Nakuru,31.7,110.2
2013-06-11 19:17:07.645529104,Mombasa,15.6,189.4
2013-06-12 19:49:40.676135216,Nakuru,22.8,95.4
2013-06-13 20:22:13.706741344,Muranga,34.8,117.6
2013-06-14 20:54:46.737347456,Eldoret,19.9,135.4
2013-06-15 21:27:19.767953584,Mombasa,27.5,155.3
2013-06-16 21:59:52.798559712,Embu,15.9,157.3
2013-06-17 22:32:25.829165824,Embu,30.7,99.4
2013-06-18 23:04:58.859771952,Nakuru,23.6,100.6
2013-06-19 23:37:31.890378064,Kisii,20.1,173.0
2013-06-21 00:10:04.920984192,Nairobi,28.1,38.5
2013-06-22 00:42:37.951590304,Nairobi,33.5,149.6
2013-06-23 01:15:10.982196432,Nakuru,26.9,110.3
2013-06-24 01:47:44.012802560,Mombasa,26.9,89.0
2013-06-25 02:20:17.043408672,Embu,30.9,162.7
2013-06-26 02:52:50.074014800,Nakuru,16.5,118.6
2013-06-27 03:25:23.104620912,Mombasa,30.5,145.6
2013-06-28 03:57:56.135227040,Nakuru,28.8,157.0
2013-06-29 04:30:29.165833152,Nakuru,19.4,116.1
2013-06-30 05:03:02.196439280,Meru,21.5,80.8
2013-07-01 05:35:35.227045408,Embu,18.1,82.8
2013-07-02 06:08:08.257651520,Meru,16.8,16.8
2013-07-03 06:40:41.288257648,Nakuru,25.2,182.0
2013-07-04 07:13:14.318863760,Eldoret,34.3,46.7
2013-07-05 07:45:47.349469888,Mombasa,19.9,167.7
2013-07-06 08:18:20.380076016,Mombasa,21.7,184.8
2013-07-07 08:50:53.410682128,Meru,18.4,27.8
2013-07-08 09:23:26.441288256,Mombasa,16.5,23.0
2013-07-09 09:55:59.471894368,Embu,29.0,12.3
2013-07-10 10:28:32.502500496,Nakuru,30.3,29.0
2013-07-11 11:01:05.533106608,Eldoret,20.3,20.5
2013-07-12 11:33:38.563712736,Embu,16.4,2.0
2013-07-13 12:06:11.594318864,Kisii,17.1,186.5
2013-07-14 12:38:44.624924976,Muranga,30.7,100.8
2013-07-15 13:11:17.655531104,Embu,25.2,118.6
2013-07-16 13:43:50.686137216,Eldoret,30.3,186.2
2013-07-17 14:16:23.716743344,Embu,18.2,26.6
2013-07-18 14:48:56.747349456,Nakuru,17.8,51.3
2013-07-19 15:21:29.777955584,Meru,24.6,57.1
2013-07-20 15:54:02.808561712,Muranga,18.6,141.6
2013-07-21 16:26:35.839167824,Mombasa,34.6,61.8
2013-07-22 16:59:08.869773952,Meru,15.1,126.5
2013-07-23 17:31:41.900380064,Kisii,32.6,87.7
2013-07-24 18:04:14.930986192,Meru,18.5,84.2
2013-07-25 18:36:47.961592304,Nairobi,18.0,141.5
2013-07-26 19:09:20.992198432,Meru,31.3,60.3
2013-07-27 19:41:54.022804560,Mombasa,19.3,132.9
2013-07-28 20:14:27.053410672,Nairobi,33.5,184.5
2013-07-29 20:47:00.084016800,Nairobi,23.5,115.3
2013-07-30 21:19:33.114622912,Mombasa,24.2,156.2
2013-07-31 21:52:06.145229040,Nairobi,25.2,178.8
2013-08-01 22:24:39.175835168,Muranga,17.8,75.3
2013-08-02 22:57:12.206441280,Eldoret,29.7,2.6
2013-08-03 23:29:45.237047408,Mombasa,17.2,105.0
2013-08-05 00:02:18.267653520,Nairobi,28.6,163.6
2013-08-06 00:34:51.298259648,Nairobi,17.6,179.8
2013-08-07 01:07:24.328865760,Muranga,18.5,15.7
2013-08-08 01:39:57.359471888,Nakuru,15.2,125.8
2013-08-09 02:12:30.390078016,Kisii,29.1,38.9
2013-08-10 02:45:03.420684128,Meru,32.1,98.1
2013-08-11 03:17:36.451290256,Muranga,34.3,81.2
2013-08-12 03:50:09.481896368,Kisii,31.5,160.9
2013-08-13 04:22:42.512502496,Meru,28.9,50.2
2013-08-14 04:55:15.543108608,Mombasa,23.9,154.5
2013-08-15 05:27:48.573714736,Kisii,16.3,79.7
2013-08-16 06:00:21.604320864,Nairobi,18.4,97.2
2013-08-17 06:32:54.634926976,Embu,21.7,25.4
2013-08-18 07:05:27.665533104,Embu,31.7,119.7
2013-08-19 07:38:00.696139216,Meru,22.5,22.1
2013-08-20 08:10:33.726745344,Meru,33.3,196.2
2013-08-21 08:43:06.757351456,Muranga,33.5,180.3
2013-08-22 09:15:39.787957584,Nakuru,31.7,141.2
2013-08-23 09:48:12.818563712,Kisii,16.2,42.7
2013-08-24 10:20:45.849169824,Nairobi,21.8,93.2
2013-08-25 10:53:18.879775952,Nakuru,16.2,100.1
2013-08-26 11:25:51.910382064,Meru,17.7,30.2
2013-08-27 11:58:24.940988192,Nairobi,32.8,189.8
2013-08-28 12:30:57.971594304,Muranga,33.2,115.0
2013-08-29 13:03:31.002200432,Nakuru,24.6,156.5
2013-08-30 13:36:04.032806560,Kisii,17.6,14.5
2013-08-31 14:08:37.063412672,Muranga,26.6,2.0
2013-09-01 14:41:10.094018800,Meru,19.4,54.9
2013-09-02 15:13:43.124624912,Eldoret,34.0,61.8
2013-09-03 15:46:16.155231040,Embu,33.8,180.3
2013-09-04 16:18:49.185837168,Eldoret,23.2,195.2
2013-09-05 16:51:22.216443280,Meru,20.7,54.5
2013-09-06 17:23:55.247049408,Nakuru,30.5,22.6
2013-09-07 17:56:28.277655520,Kisii,15.5,49.7
2013-09-08 18:29:01.308261648,Mombasa,33.9,45.8
2013-09-09 19:01:34.338867760,Meru,21.5,115.3
2013-09-10 19:34:07.369473888,Nairobi,27.1,105.3
2013-09-11 20:06:40.400080016,Eldoret,25.0,69.5
2013-09-12 20:39:13.430686128,Nakuru,34.6,178.6
2013-09-13 21:11:46.461292256,Kisii,25.3,106.2
2013-09-14 21:44:19.491898368,Muranga,23.3,79.4
2013-09-15 22:16:52.522504496,Mombasa,20.7,69.8
2013-09-16 22:49:25.553110608,Meru,16.7,144.6
2013-09-17 23:21:58.583716736,Muranga,20.2,37.7
2013-09-18 23:54:31.614322864,Meru,23.8,94.0
2013-09-20 00:27:04.644928976,Muranga,15.3,6.3
2013-09-21 00:59:37.675535104,Nairobi,34.1,65.1
2013-09-22 01:32:10.706141216,Muranga,17.6,135.7
2013-09-23 02:04:43.736747344,Nakuru,35.0,79.2
2013-09-24 02:37:16.767353456,Embu,27.2,176.5
2013-09-25 03:09:49.797959584,Kisii,15.5,74.1
2013-09-26 03:42:22.828565712,Embu,33.3,86.4
2013-09-27 04:14:55.859171824,Eldoret,29.6,20.5
2013-09-28 04:47:28.889777952,Muranga,22.6,42.2
2013-09-29 05:20:01.920384064,Kisii,21.8,64.4
2013-09-30 05:52:34.950990192,Muranga,24.0,168.9
2013-10-01 06:25:07.981596304,Nairobi,29.3,37.1
2013-10-02 06:57:41.012202432,Nairobi,22.0,44.5
2013-10-03 07:30:14.042808560,Eldoret,22.4,182.0
2013-10-04 08:02:47.073414672,Eldoret,29.1,123.6
2013-10-05 08:35:20.104020800,Kisii,31.2,13.7
2013-10-06 09:07:53.134626912,Mombasa,17.3,179.1
2013-10-07 09:40:26.165233040,Embu,29.5,64.7
2013-10-08 10:12:59.195839168,Meru,16.5,33.8
2013-10-09 10:45:32.226445280,Embu,22.3,102.2
2013-10-10 11:18:05.257051408,Meru,27.2,11.1
2013-10-11 11:50:38.287657520,Nakuru,19.4,145.5
2013-10-12 12:23:11.318263648,Muranga,24.7,34.7
2013-10-13 12:55:44.348869760,Eldoret,29.5,23.7
2013-10-14 13:28:17.379475888,Eldoret,22.9,61.3
2013-10-15 14:00:50.410082016,Nakuru,18.6,155.2
2013-10-16 14:33:23.440688128,Nakuru,16.2,27.8
2013-10-17 15:05:56.471294256,Kisii,32.9,6.8
2013-10-18 15:38:29.501900368,Eldoret,17.4,131.1
2013-10-19 16:11:02.532506496,Meru,24.4,84.2
2013-10-20 16:43:35.563112608,Kisii,33.2,104.6
2013-10-21 17:16:08.593718736,Embu,34.6,26.3
2013-10-22 17:48:41.624324864,Eldoret,18.5,34.4
2013-10-23 18:21:14.654930976,Embu,29.0,48.3
2013-10-24 18:53:47.685537104,Kisii,35.0,16.4
2013-10-25 19:26:20.716143216,Nakuru,23.2,20.2
2013-10-26 19:58:53.746749344,Nakuru,28.0,188.2
2013-10-27 20:31:26.777355456,Meru,28.4,170.2
2013-10-28 21:03:59.807961584,Eldoret,31.7,68.7
2013-10-29 21:36:32.838567712,Kisii,31.5,164.1
2013-10-30 22:09:05.869173824,Eldoret,32.3,42.2
2013-10-31 22:41:38.899779952,Eldoret,26.1,157.0
2013-11-01 23:14:11.930386064,Muranga,16.4,57.7
2013-11-02 23:46:44.960992192,Embu,15.5,158.8
2013-11-04 00:19:17.991598320,Nairobi,35.0,112.9
2013-11-05 00:51:51.022204432,Kisii,34.8,35.4
2013-11-06 01:24:24.052810560,Eldoret,32.7,95.5
2013-11-07 01:56:57.083416672,Kisii,19.0,151.6
2013-11-08 02:29:30.114022800,Eldoret,25.4,65.9
2013-11-09 03:02:03.144628912,Meru,31.8,46.1
2013-11-10 03:34:36.175235040,Mombasa,15.4,85.7
2013-11-11 04:07:09.205841168,Kisii,30.7,68.1
2013-11-12 04:39:42.236447280,Eldoret,20.5,3.9
2013-11-13 05:12:15.267053408,Mombasa,16.7,2.0
2013-11-14 05:44:48.297659520,Embu,17.2,8.5
2013-11-15 06:17:21.328265648,Nairobi,34.3,143.7
2013-11-16 06:49:54.358871760,Mombasa,24.3,33.1
2013-11-17 07:22:27.389477888,Eldoret,33.1,112.3
2013-11-18 07:55:00.420084016,Eldoret,24.4,144.7
2013-11-19 08:27:33.450690128,Meru,31.9,12.3
2013-11-20 09:00:06.481296256,Muranga,24.1,52.5
2013-11-21 09:32:39.511902368,Nairobi,26.2,111.3
2013-11-22 10:05:12.542508496,Meru,29.6,131.3
2013-11-23 10:37:45.573114608,Eldoret,31.4,177.5
2013-11-24 11:10:18.603720736,Embu,29.1,146.5
2013-11-25 11:42:51.634326864,Embu,34.4,116.6
2013-11-26 12:15:24.664932976,Mombasa,15.7,97.2
2013-11-27 12:47:57.695539104,Embu,19.2,1.5
2013-11-28 13:20:30.726145216,Embu,22.9,109.9
2013-11-29 13:53:03.756751344,Nairobi,31.0,87.3
2013-11-30 14:25:36.787357456,Eldoret,32.2,54.5
2013-12-01 14:58:09.817963584,Nairobi,22.1,47.0
2013-12-02 15:30:42.848569712,Meru,25.8,170.9
2013-12-03 16:03:15.879175824,Eldoret,31.8,190.2
2013-12-04 16:35:48.909781952,Muranga,19.4,153.8
2013-12-05 17:08:21.940388064,Nairobi,28.1,102.7
2013-12-06 17:40:54.970994192,Kisii,27.0,153.7
2013-12-07 18:13:28.001600320,Nakuru,27.9,88.6
2013-12-08 18:46:01.032206432,Meru,21.3,83.5
2013-12-09 19:18:34.062812560,Muranga,33.4,157.4
2013-12-10 19:51:07.093418672,Eldoret,31.9,74.6
2013-12-11 20:23:40.124024800,Meru,16.0,122.3
2013-12-12 20:56:13.154630912,Nairobi,17.0,45.8
2013-12-13 21:28:46.185237040,Embu,23.4,12.3
2013-12-14 22:01:19.215843168,Eldoret,19.7,58.9
2013-12-15 22:33:52.246449280,Mombasa,23.1,42.5
2013-12-16 23:06:25.277055408,Meru,22.7,53.9
2013-12-17 23:38:58.307661520,Nakuru,18.2,65.6
2013-12-19 00:11:31.338267648,Nakuru,26.4,147.2
2013-12-20 00:44:04.368873760,Nakuru,27.9,40.2
2013-12-21 01:16:37.399479888,Mombasa,30.5,179.8
2013-12-22 01:49:10.430086016,Mombasa,32.0,52.6
2013-12-23 02:21:43.460692128,Embu,30.2,54.1
2013-12-24 02:54:16.491298256,Nakuru,22.3,55.9
2013-12-25 03:26:49.521904368,Kisii,32.8,125.6
2013-12-26 03:59:22.552510496,Kisii,34.0,34.2
2013-12-27 04:31:55.583116608,Nakuru,17.9,56.8
2013-12-28 05:04:28.613722736,Nakuru,21.7,170.0
2013-12-29 05:37:01.644328864,Meru,20.9,19.6
2013-12-30 06:09:34.674934976,Embu,28.7,192.9
2013-12-31 06:42:07.705541104,Mombasa,24.5,129.0
2014-01-01 07:14:40.736147216,Nairobi,29.8,156.4
2014-01-02 07:47:13.766753344,Nairobi,18.6,176.8
2014-01-03 08:19:46.797359472,Meru,29.8,43.7
2014-01-04 08:52:19.827965584,Embu,20.6,48.0
2014-01-05 09:24:52.858571712,Nairobi,26.2,76.1
2014-01-06 09:57:25.889177824,Muranga,33.3,5.6
2014-01-07 10:29:58.919783952,Nairobi,22.2,6.7
2014-01-08 11:02:31.950390064,Meru,16.3,187.0
2014-01-09 11:35:04.980996192,Kisii,29.4,112.1
2014-01-10 12:07:38.011602320,Muranga,26.5,14.7
2014-01-11 12:40:11.042208432,Nairobi,21.6,59.0
2014-01-12 13:12:44.072814560,Muranga,21.1,89.4
2014-01-13 13:45:17.103420672,Meru,20.3,116.9
2014-01-14 14:17:50.134026800,Muranga,26.5,57.2
2014-01-15 14:50:23.164632912,Embu,28.4,188.9
2014-01-16 15:22:56.195239040,Eldoret,24.0,43.9
2014-01-17 15:55:29.225845168,Mombasa,33.9,142.2
2014-01-18 16:28:02.256451280,Muranga,15.6,6.4
2014-01-19 17:00:35.287057408,Kisii,21.6,85.0
2014-01-20 17:33:08.317663520,Nairobi,33.9,37.4
2014-01-21 18:05:41.348269648,Nairobi,22.5,183.8
2014-01-22 18:38:14.378875760,Nairobi,30.8,155.4
2014-01-23 19:10:47.409481888,Mombasa,30.7,154.4
2014-01-24 19:43:20.440088016,Nakuru,22.9,5.0
2014-01-25 20:15:53.470694128,Nakuru,23.7,130.2
2014-01-26 20:48:26.501300256,Nakuru,33.7,65.7
2014-01-27 21:20:59.531906368,Nakuru,26.1,80.2
2014-01-28 21:53:32.562512496,Nakuru,19.0,189.4
2014-01-29 22:26:05.593118608,Muranga,23.6,193.9
2014-01-30 22:58:38.623724736,Nairobi,21.4,2.5
2014-01-31 23:31:11.654330864,Eldoret,24.9,164.9
2014-02-02 00:03:44.684936976,Mombasa,16.7,66.1
2014-02-03 00:36:17.715543104,Embu,26.6,23.9
2014-02-04 01:08:50.746149216,Muranga,15.1,6.4
2014-02-05 01:41:23.776755344,Nairobi,31.1,91.5
2014-02-06 02:13:56.807361472,Kisii,29.4,178.9
2014-02-07 02:46:29.837967584,Eldoret,25.2,105.5
2014-02-08 03:19:02.868573712,Muranga,25.6,37.3
2014-02-09 03:51:35.899179824,Kisii,15.6,185.1
2014-02-10 04:24:08.929785952,Muranga,19.1,172.1
2014-02-11 04:56:41.960392064,Kisii,22.8,41.3
2014-02-12 05:29:14.990998192,Eldoret,27.4,61.8
2014-02-13 06:01:48.021604320,Eldoret,33.8,149.6
2014-02-14 06:34:21.052210432,Embu,32.5,128.1
2014-02-15 07:06:54.082816560,Muranga,24.9,107.8
2014-02-16 07:39:27.113422672,Kisii,26.8,106.5
2014-02-17 08:12:00.144028800,Eldoret,26.5,12.6
2014-02-18 08:44:33.174634912,Embu,29.5,4.5
2014-02-19 09:17:06.205241040,Muranga,19.1,79.0
2014-02-20 09:49:39.235847168,Meru,16.1,25.7
2014-02-21 10:22:12.266453280,Muranga,24.7,135.4
2014-02-22 10:54:45.297059408,Nakuru,26.4,198.6
2014-02-23 11:27:18.327665520,Muranga,17.6,26.9
2014-02-24 11:59:51.358271648,Nakuru,17.6,20.6
2014-02-25 12:32:24.388877760,Eldoret,34.5,102.0
2014-02-26 13:04:57.419483888,Embu,18.0,62.1
2014-02-27 13:37:30.450090016,Nakuru,32.5,10.1
2014-02-28 14:10:03.480696128,Mombasa,34.7,32.0
2014-03-01 14:42:36.511302256,Mombasa,32.9,21.6
2014-03-02 15:15:09.541908368,Nakuru,28.3,39.6
2014-03-03 15:47:42.572514496,Nakuru,27.6,92.6
2014-03-04 16:20:15.603120608,Embu,23.5,85.0
2014-03-05 16:52:48.633726736,Meru,26.3,42.3
2014-03-06 17:25:21.664332864,Nakuru,26.5,66.5
2014-03-07 17:57:54.694938976,Meru,24.3,10.3
2014-03-08 18:30:27.725545104,Muranga,19.5,148.0
2014-03-09 19:03:00.756151216,Mombasa,25.6,177.3
2014-03-10 19:35:33.786757344,Nairobi,20.6,111.4
2014-03-11 20:08:06.817363472,Meru,25.5,189.2
2014-03-12 20:40:39.847969584,Meru,17.1,35.9
2014-03-13 21:13:12.878575712,Muranga,23.6,77.3
2014-03-14 21:45:45.909181824,Meru,23.2,118.8
2014-03-15 22:18:18.939787952,Mombasa,25.5,10.5
2014-03-16 22:50:51.970394064,Muranga,27.3,64.4
2014-03-17 23:23:25.001000192,Muranga,15.7,78.6
2014-03-18 23:55:58.031606320,Meru,24.5,198.0
2014-03-20 00:28:31.062212432,Nakuru,20.5,11.1
2014-03-21 01:01:04.092818560,Kisii,23.3,124.7
2014-03-22 01:33:37.123424672,Muranga,19.8,106.4
2014-03-23 02:06:10.154030800,Nakuru,30.8,57.6
2014-03-24 02:38:43.184636912,Meru,15.5,3.9
2014-03-25 03:11:16.215243040,Eldoret,33.2,127.9
2014-03-26 03:43:49.245849168,Kisii,34.9,123.3
2014-03-27 04:16:22.276455280,Mombasa,23.8,133.5
2014-03-28 04:48:55.307061408,Nairobi,18.5,197.4
2014-03-29 05:21:28.337667520,Meru,24.6,47.4
2014-03-30 05:54:01.368273648,Eldoret,15.1,78.2
2014-03-31 06:26:34.398879760,Eldoret,34.4,72.2
2014-04-01 06:59:07.429485888,Nakuru,33.9,14.5
2014-04-02 07:31:40.460092016,Embu,33.3,107.7
2014-04-03 08:04:13.490698128,Mombasa,27.7,193.4
2014-04-04 08:36:46.521304256,Kisii,33.3,8.4
2014-04-05 09:09:19.551910368,Nakuru,24.1,33.4
2014-04-06 09:41:52.582516496,Nairobi,20.3,124.8
2014-04-07 10:14:25.613122624,Meru,23.4,179.0
2014-04-08 10:46:58.643728736,Nakuru,33.3,132.7
2014-04-09 11:19:31.674334864,Embu,18.4,9.1
2014-04-10 11:52:04.704940976,Nakuru,21.1,137.8
2014-04-11 12:24:37.735547104,Nakuru,31.7,11.8
2014-04-12 12:57:10.766153216,Mombasa,29.0,151.8
2014-04-13 13:29:43.796759344,Meru,30.2,100.9
2014-04-14 14:02:16.827365472,Eldoret,34.2,3.1
2014-04-15 14:34:49.857971584,Muranga,16.9,172.0
2014-04-16 15:07:22.888577712,Mombasa,23.8,13.8
2014-04-17 15:39:55.919183824,Embu,28.9,69.0
2014-04-18 16:12:28.949789952,Nairobi,15.4,114.5
2014-04-19 16:45:01.980396064,Mombasa,33.1,52.8
2014-04-20 17:17:35.011002192,Eldoret,28.7,103.1
2014-04-21 17:50:08.041608320,Meru,21.3,86.2
2014-04-22 18:22:41.072214432,Embu,34.6,83.4
2014-04-23 18:55:14.102820560,Kisii,31.5,155.0
2014-04-24 19:27:47.133426672,Nairobi,34.8,11.1
2014-04-25 20:00:20.164032800,Nakuru,16.2,102.9
2014-04-26 20:32:53.194638912,Muranga,30.1,3.9
2014-04-27 21:05:26.225245040,Kisii,34.5,157.6
2014-04-28 21:37:59.255851168,Nakuru,20.0,151.1
